['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '69', '1', '1418682163.170388', '0', '0', '0']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '17204', '1', '1418682937.099468', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682937.240100', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682938.928587', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '16691', '0', '1418682939.006667', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '17204', '1', '1418682940.634306', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682940.799825', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682942.465196', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12870', '0', '1418682942.555647', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.93', '0', '0', '0', '1', '1', '?', '17204', '1', '1418682944.288557', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682944.430692', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682946.117928', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17221', '0', '1418682946.196615', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '16952', '1', '1418682947.944166', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682948.101052', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682949.653540', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '13872', '0', '1418682949.746990', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '16952', '1', '1418682951.597560', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682951.740156', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682953.387018', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17218', '0', '1418682953.488980', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '16952', '1', '1418682955.212637', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682955.360768', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682956.922238', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '14145', '0', '1418682957.005583', '1', '1', '32']
['4', '16', '90', '12.2', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '16952', '1', '1418682958.747114', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682958.891861', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682960.616987', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '17459', '0', '1418682960.710940', '1', '1', '32']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '13638', '1', '1418682962.480976', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682962.623109', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682964.270976', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '12355', '0', '1418682964.351687', '1', '1', '32']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '13638', '1', '1418682965.977086', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682966.141081', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682967.806066', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '-0', '13635', '0', '1418682967.895903', '1', '1', '32']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '13638', '1', '1418682969.630811', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682969.770573', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682971.500061', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418682971.574756', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '0', '1', '1', '?', '13638', '1', '1418682973.245552', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682973.404550', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682975.036032', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17976', '0', '1418682975.125610', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '1', '1', '1', '?', '13637', '1', '1418682976.860039', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682977.006277', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682978.690401', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418682978.791470', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '1', '1', '1', '?', '13637', '1', '1418682980.514511', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682980.670025', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682982.225121', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418682982.317804', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '1', '1', '1', '?', '13637', '1', '1418682984.049829', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682984.197361', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682985.919232', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682986.001422', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.78', '0', '0', '1', '1', '1', '?', '13637', '1', '1418682987.743735', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682987.911856', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682989.652602', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418682989.746673', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '1', '1', '1', '?', '17459', '1', '1418682991.398340', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682991.549596', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682993.149831', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418682993.235016', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '1', '1', '1', '?', '17459', '1', '1418682994.973694', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682995.120707', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418682996.802934', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418682996.880755', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '1', '1', '1', '?', '17459', '1', '1418682998.548666', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418682998.714185', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683000.337661', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683000.437971', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '1', '1', '1', '?', '17459', '1', '1418683002.281794', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683002.428305', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683004.071532', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683004.152345', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683005.817658', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683005.964899', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683007.566996', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683007.648067', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683009.312475', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683009.473871', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683011.142235', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418683011.233038', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683012.847712', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683012.995835', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683014.677055', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683014.751885', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683016.502065', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683016.662330', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683018.332184', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418683018.418128', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683020.196119', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683020.340815', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683021.907277', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683021.986103', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683023.731532', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683023.886043', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683025.561402', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683025.646472', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683027.425669', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683027.596041', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683029.334278', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683029.428605', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683031.159658', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683031.310774', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683032.869877', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683032.944942', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.43', '0.56', '0', '0', '0', '1', '1', '?', '17460', '1', '1418683034.614984', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683034.780119', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683036.523737', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683036.612060', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683038.388862', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683038.533993', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683040.138598', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683040.214534', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683041.883968', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683042.043964', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683043.713826', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683043.800642', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683045.578445', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683045.724698', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683047.288925', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683047.369777', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683049.113409', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683049.271053', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683050.942789', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683051.030974', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683052.807553', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683052.948665', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683054.597272', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683054.695713', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683056.422277', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683056.570020', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683058.251513', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683058.330203', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683060.076379', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683060.239142', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683061.905752', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683061.994813', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2391', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '12611', '1', '1418683063.690985', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683063.831495', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683065.403095', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683065.485545', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2255', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '13126', '1', '1418683067.265836', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683067.425857', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683069.095453', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683069.182015', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2255', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '13126', '1', '1418683070.920324', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683071.064224', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683072.710072', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683072.811139', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2255', '0.45', '0.56', '0', '0', '0', '1', '1', '?', '13126', '1', '1418683074.535183', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683074.684693', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683076.365304', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.07759', '12344', '0', '1418683076.443646', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.2255', '0.45', '0.56', '0', '0', '0', '1', '0', '?', '13360', '1', '1418683078.189578', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683078.353303', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683079.978919', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.126268', '13367', '0', '1418683080.073114', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '1', '0', '?', '13892', '1', '1418683081.843783', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683081.991666', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683083.673030', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.07759', '12344', '0', '1418683083.751228', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '1', '0', '?', '13892', '1', '1418683085.418522', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683085.576521', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683087.327896', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.128222', '13364', '0', '1418683087.409478', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '1', '0', '?', '13892', '1', '1418683089.073255', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683089.218132', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683090.822860', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.08477', '14149', '0', '1418683090.899055', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '1', '0', '?', '13892', '1', '1418683092.647857', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683092.802988', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683094.477970', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.130175', '13363', '0', '1418683094.557418', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '0', '0', '?', '13893', '1', '1418683096.183459', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683096.328955', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683098.012682', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.08836', '16964', '0', '1418683098.112769', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '0', '0', '?', '13893', '1', '1418683099.838570', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683099.986691', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683101.627169', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.132128', '13362', '0', '1418683101.707246', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '0', '0', '?', '13893', '1', '1418683103.374168', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683103.543918', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683105.202024', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.08118', '13365', '0', '1418683105.299721', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.45', '0.56', '0', '0', '0', '0', '0', '?', '13893', '1', '1418683107.067789', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683107.213283', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683108.935901', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.134025', '12340', '0', '1418683109.014596', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '14647', '1', '1418683110.760896', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683110.919777', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683112.471514', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.07759', '12344', '0', '1418683112.563309', '1', '2', '34']
